"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 18 13:00:07 GMT 2022","Mon Jul 18 13:00:10 GMT 2022","2399","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Mon Jul 18 13:00:40 GMT 2022","Mon Jul 18 13:00:43 GMT 2022","2923","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Mon Jul 18 12:59:57 GMT 2022","Mon Jul 18 13:00:02 GMT 2022","5227","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Mon Jul 18 13:01:04 GMT 2022","Mon Jul 18 13:01:08 GMT 2022","3658","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Mon Jul 18 13:00:02 GMT 2022","Mon Jul 18 13:00:04 GMT 2022","2290","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Mon Jul 18 13:00:04 GMT 2022","Mon Jul 18 13:00:07 GMT 2022","3295","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Mon Jul 18 13:01:01 GMT 2022","Mon Jul 18 13:01:04 GMT 2022","3512","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Mon Jul 18 13:00:43 GMT 2022","Mon Jul 18 13:00:52 GMT 2022","8803","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Mon Jul 18 13:00:13 GMT 2022","Mon Jul 18 13:00:15 GMT 2022","2050","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Mon Jul 18 13:01:11 GMT 2022","Mon Jul 18 13:01:15 GMT 2022","3192","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Mon Jul 18 12:59:45 GMT 2022","Mon Jul 18 12:59:56 GMT 2022","11533","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Mon Jul 18 13:00:10 GMT 2022","Mon Jul 18 13:00:13 GMT 2022","3518","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"skipped","Mon Jul 18 13:01:04 GMT 2022","Mon Jul 18 13:01:04 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"skipped","Mon Jul 18 13:01:08 GMT 2022","Mon Jul 18 13:01:08 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Mon Jul 18 13:00:29 GMT 2022","Mon Jul 18 13:00:40 GMT 2022","10671","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
