"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 16 09:43:29 GMT 2022","Thu Jun 16 09:43:31 GMT 2022","2242","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Thu Jun 16 09:44:09 GMT 2022","Thu Jun 16 09:44:17 GMT 2022","8622","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Thu Jun 16 09:44:06 GMT 2022","Thu Jun 16 09:44:09 GMT 2022","2381","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Thu Jun 16 09:43:10 GMT 2022","Thu Jun 16 09:43:14 GMT 2022","4691","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Thu Jun 16 09:43:20 GMT 2022","Thu Jun 16 09:43:26 GMT 2022","5989","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"broken","Thu Jun 16 09:41:53 GMT 2022","Thu Jun 16 09:42:53 GMT 2022","60086","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"skipped","Thu Jun 16 09:43:10 GMT 2022","Thu Jun 16 09:43:10 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Thu Jun 16 09:43:34 GMT 2022","Thu Jun 16 09:43:36 GMT 2022","2060","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Thu Jun 16 09:43:56 GMT 2022","Thu Jun 16 09:44:06 GMT 2022","10249","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Thu Jun 16 09:43:26 GMT 2022","Thu Jun 16 09:43:29 GMT 2022","3370","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Thu Jun 16 09:43:40 GMT 2022","Thu Jun 16 09:43:43 GMT 2022","2724","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"skipped","Thu Jun 16 09:43:14 GMT 2022","Thu Jun 16 09:43:14 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Thu Jun 16 09:43:31 GMT 2022","Thu Jun 16 09:43:34 GMT 2022","2948","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Thu Jun 16 09:43:36 GMT 2022","Thu Jun 16 09:43:40 GMT 2022","3580","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Thu Jun 16 09:43:05 GMT 2022","Thu Jun 16 09:43:10 GMT 2022","4823","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
