"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 17 11:25:52 GMT 2022","Mon Oct 17 11:26:05 GMT 2022","12931","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Mon Oct 17 11:25:33 GMT 2022","Mon Oct 17 11:25:48 GMT 2022","15102","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Mon Oct 17 11:27:50 GMT 2022","Mon Oct 17 11:27:53 GMT 2022","2901","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Mon Oct 17 11:25:25 GMT 2022","Mon Oct 17 11:25:33 GMT 2022","7324","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Mon Oct 17 11:27:37 GMT 2022","Mon Oct 17 11:27:45 GMT 2022","7698","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Mon Oct 17 11:25:10 GMT 2022","Mon Oct 17 11:25:25 GMT 2022","15036","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Mon Oct 17 11:27:11 GMT 2022","Mon Oct 17 11:27:23 GMT 2022","12137","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Mon Oct 17 11:26:05 GMT 2022","Mon Oct 17 11:26:08 GMT 2022","3067","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Mon Oct 17 11:26:30 GMT 2022","Mon Oct 17 11:26:47 GMT 2022","16438","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Mon Oct 17 11:27:23 GMT 2022","Mon Oct 17 11:27:37 GMT 2022","14027","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Mon Oct 17 11:26:51 GMT 2022","Mon Oct 17 11:26:59 GMT 2022","8009","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Mon Oct 17 11:26:47 GMT 2022","Mon Oct 17 11:26:51 GMT 2022","3908","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"skipped","Mon Oct 17 11:26:47 GMT 2022","Mon Oct 17 11:26:47 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Mon Oct 17 11:25:48 GMT 2022","Mon Oct 17 11:25:52 GMT 2022","4132","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Mon Oct 17 11:26:08 GMT 2022","Mon Oct 17 11:26:21 GMT 2022","13347","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
