"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 19 13:44:25 GMT 2022","Mon Sep 19 13:44:35 GMT 2022","10611","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Mon Sep 19 13:44:38 GMT 2022","Mon Sep 19 13:44:48 GMT 2022","9113","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Mon Sep 19 13:44:09 GMT 2022","Mon Sep 19 13:44:13 GMT 2022","3350","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Mon Sep 19 13:42:58 GMT 2022","Mon Sep 19 13:43:08 GMT 2022","10042","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Mon Sep 19 13:44:04 GMT 2022","Mon Sep 19 13:44:09 GMT 2022","4853","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Mon Sep 19 13:44:00 GMT 2022","Mon Sep 19 13:44:04 GMT 2022","4500","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Mon Sep 19 13:43:22 GMT 2022","Mon Sep 19 13:43:32 GMT 2022","9178","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Mon Sep 19 13:43:49 GMT 2022","Mon Sep 19 13:43:51 GMT 2022","2411","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Mon Sep 19 13:43:44 GMT 2022","Mon Sep 19 13:43:46 GMT 2022","2328","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"skipped","Mon Sep 19 13:44:04 GMT 2022","Mon Sep 19 13:44:04 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Mon Sep 19 13:43:32 GMT 2022","Mon Sep 19 13:43:37 GMT 2022","5420","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Mon Sep 19 13:43:37 GMT 2022","Mon Sep 19 13:43:40 GMT 2022","3219","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Mon Sep 19 13:44:35 GMT 2022","Mon Sep 19 13:44:38 GMT 2022","2920","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Mon Sep 19 13:43:40 GMT 2022","Mon Sep 19 13:43:44 GMT 2022","3604","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Mon Sep 19 13:43:46 GMT 2022","Mon Sep 19 13:43:49 GMT 2022","2729","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
