"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 19 13:34:29 GMT 2022","Tue Jul 19 13:34:42 GMT 2022","12819","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Tue Jul 19 13:34:58 GMT 2022","Tue Jul 19 13:35:01 GMT 2022","3079","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Tue Jul 19 13:34:42 GMT 2022","Tue Jul 19 13:34:48 GMT 2022","5475","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Tue Jul 19 13:35:01 GMT 2022","Tue Jul 19 13:35:03 GMT 2022","2617","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"broken","Tue Jul 19 13:34:18 GMT 2022","Tue Jul 19 13:34:18 GMT 2022","0","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests",""," connectors tests",""
"broken","Tue Jul 19 13:33:53 GMT 2022","Tue Jul 19 13:33:53 GMT 2022","3","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests",""," topic tests",""
"passed","Tue Jul 19 13:35:08 GMT 2022","Tue Jul 19 13:35:11 GMT 2022","2849","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Tue Jul 19 13:34:51 GMT 2022","Tue Jul 19 13:34:55 GMT 2022","3682","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Tue Jul 19 13:34:55 GMT 2022","Tue Jul 19 13:34:58 GMT 2022","2869","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Tue Jul 19 13:34:48 GMT 2022","Tue Jul 19 13:34:51 GMT 2022","3321","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
