"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Nov 07 11:10:02 GMT 2022","Mon Nov 07 11:10:02 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Mon Nov 07 11:10:02 GMT 2022","Mon Nov 07 11:10:09 GMT 2022","7180","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Mon Nov 07 11:09:05 GMT 2022","Mon Nov 07 11:09:24 GMT 2022","18424","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","checkBasePageElements","check base page elements",""
"passed","Mon Nov 07 11:11:45 GMT 2022","Mon Nov 07 11:11:50 GMT 2022","4787","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Mon Nov 07 11:09:43 GMT 2022","Mon Nov 07 11:10:02 GMT 2022","19311","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Mon Nov 07 11:12:07 GMT 2022","Mon Nov 07 11:12:20 GMT 2022","13383","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Mon Nov 07 11:11:19 GMT 2022","Mon Nov 07 11:11:27 GMT 2022","7409","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Mon Nov 07 11:10:17 GMT 2022","Mon Nov 07 11:10:21 GMT 2022","3980","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","redirectToConsumerFromTopic","Redirect to consumer from topic profile",""
"passed","Mon Nov 07 11:11:50 GMT 2022","Mon Nov 07 11:12:03 GMT 2022","12974","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Mon Nov 07 11:11:07 GMT 2022","Mon Nov 07 11:11:13 GMT 2022","5442","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Mon Nov 07 11:11:32 GMT 2022","Mon Nov 07 11:11:45 GMT 2022","13570","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Mon Nov 07 11:11:27 GMT 2022","Mon Nov 07 11:11:32 GMT 2022","5326","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Mon Nov 07 11:10:21 GMT 2022","Mon Nov 07 11:10:27 GMT 2022","6313","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","clearMessage","clear message",""
"passed","Mon Nov 07 11:10:09 GMT 2022","Mon Nov 07 11:10:17 GMT 2022","7159","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Mon Nov 07 11:10:41 GMT 2022","Mon Nov 07 11:10:53 GMT 2022","11799","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Mon Nov 07 11:10:53 GMT 2022","Mon Nov 07 11:11:07 GMT 2022","14474","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Mon Nov 07 11:12:03 GMT 2022","Mon Nov 07 11:12:07 GMT 2022","3909","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
