"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 30 08:41:13 GMT 2022","Sun Oct 30 08:41:20 GMT 2022","7192","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Sun Oct 30 08:42:10 GMT 2022","Sun Oct 30 08:42:22 GMT 2022","12382","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Sun Oct 30 08:41:20 GMT 2022","Sun Oct 30 08:41:34 GMT 2022","14663","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Sun Oct 30 08:41:53 GMT 2022","Sun Oct 30 08:42:07 GMT 2022","13192","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Sun Oct 30 08:41:49 GMT 2022","Sun Oct 30 08:41:53 GMT 2022","4252","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Sun Oct 30 08:40:48 GMT 2022","Sun Oct 30 08:40:55 GMT 2022","7778","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Sun Oct 30 08:40:55 GMT 2022","Sun Oct 30 08:41:01 GMT 2022","5159","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","clearMessage","clear message",""
"passed","Sun Oct 30 08:40:44 GMT 2022","Sun Oct 30 08:40:48 GMT 2022","3536","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Sun Oct 30 08:41:44 GMT 2022","Sun Oct 30 08:41:49 GMT 2022","4833","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Sun Oct 30 08:41:34 GMT 2022","Sun Oct 30 08:41:39 GMT 2022","4825","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Sun Oct 30 08:42:07 GMT 2022","Sun Oct 30 08:42:10 GMT 2022","3452","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"skipped","Sun Oct 30 08:40:44 GMT 2022","Sun Oct 30 08:40:44 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Sun Oct 30 08:42:22 GMT 2022","Sun Oct 30 08:42:25 GMT 2022","2430","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Sun Oct 30 08:39:59 GMT 2022","Sun Oct 30 08:40:09 GMT 2022","10295","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Sun Oct 30 08:40:26 GMT 2022","Sun Oct 30 08:40:44 GMT 2022","17824","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Sun Oct 30 08:42:25 GMT 2022","Sun Oct 30 08:42:37 GMT 2022","12487","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
