"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Oct 03 23:46:38 GMT 2022","Mon Oct 03 23:46:38 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Mon Oct 03 23:46:23 GMT 2022","Mon Oct 03 23:46:38 GMT 2022","14616","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Mon Oct 03 23:45:43 GMT 2022","Mon Oct 03 23:45:47 GMT 2022","3606","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Mon Oct 03 23:47:49 GMT 2022","Mon Oct 03 23:47:52 GMT 2022","2699","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Mon Oct 03 23:45:09 GMT 2022","Mon Oct 03 23:45:22 GMT 2022","12741","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"failed","Mon Oct 03 23:47:00 GMT 2022","Mon Oct 03 23:47:21 GMT 2022","20479","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Mon Oct 03 23:46:00 GMT 2022","Mon Oct 03 23:46:02 GMT 2022","2720","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"failed","Mon Oct 03 23:47:32 GMT 2022","Mon Oct 03 23:47:44 GMT 2022","11612","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Mon Oct 03 23:45:22 GMT 2022","Mon Oct 03 23:45:29 GMT 2022","7073","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Mon Oct 03 23:45:47 GMT 2022","Mon Oct 03 23:46:00 GMT 2022","12711","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Mon Oct 03 23:46:38 GMT 2022","Mon Oct 03 23:46:41 GMT 2022","3447","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Mon Oct 03 23:46:02 GMT 2022","Mon Oct 03 23:46:15 GMT 2022","12502","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Mon Oct 03 23:46:41 GMT 2022","Mon Oct 03 23:46:48 GMT 2022","6198","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"failed","Mon Oct 03 23:47:21 GMT 2022","Mon Oct 03 23:47:32 GMT 2022","11788","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Mon Oct 03 23:45:29 GMT 2022","Mon Oct 03 23:45:43 GMT 2022","14218","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
